SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20041001|000375204|ABB|98693|ABB LTD ADS ( 1 REG SHS)|.
20041001|000912105|ACG|41106|ACM INCOME FD|.
20041001|000942102|AMU|17894|ACM MUNI SECS INCM FUND INC|.
20041001|000949107|ADF|13962|ACM MANAGED DOLLAR INCM FD INC|.
20041001|000973107|ACTMQ|108405|ACT MANUFACTURING INC|.
20041001|00103V305|AESRO|18515|AES TRUST VII TR CONV PFD SECS|.
20041001|00104G109|AESP|17994|AESP INC|.
20041001|00167K401|ADL|46550|AMDL INC|.
20041001|001744101|AHS|36594|AMN HEALTHCARE SERVICES|.
20041001|001765106|AMR|2695478|AMR CORP|.
20041001|001765866|AAR|398679|AMR CRP 7.875% (PINES) 7/13/39|.
20041001|00178P100|AHCKF|15866|AMS HOMECARE INC|.
20041001|001941103|ATYT|43517|ATI TECHNLOGIES INC.|.
20041001|001957505|T|10951|A T & T CORP (NEW)|.
20041001|00202J104|APPA|13748|AP PHARMA INC|.
20041001|00207R101|ATMI|58040|A T M I INC|.
20041001|00209A106|AWE|66250|AT&T WIRELESS SERVICES INC.|.
20041001|00209H101|ATAH|215867|ATA HLDGS CORP|.
20041001|002113108|COMMQ|34591|ATX COMMUNICATIONS INC|.
20041001|002184109|ATWO|177521|A 21 INC|.
20041001|002346104|AVII|193419|AVI BIOPHARMA INC|.
20041001|002457109|AXJ|1099964|AXM PHARMA INC|.
20041001|00246W103|AXTI|44982|AXT INC|.
20041001|00252W104|AAII|2621269|AAIPHARMA INC|.
20041001|002535201|RNT|26051|AARON RENTS INC|.
20041001|00253U107|ASTM|21112|AASTROM BIOSCIENCES INC|.
20041001|002824100|ABT|32799|ABBOTT LABORATORIES|.
20041001|002919108|ABACQ|96541|ABACAN RESOURCE CORP NEW (F)|.
20041001|002920700|ANBPR|46014|ABBEY NATIONAL PLC (REP ONE SE|.
20041001|003009107|FAX|52587|ABERDEEN ASIA-PACIFIC INCOME F|.
20041001|003013109|FCO|13430|ABERDEEN GLOBAL INCOME FUND IN|.
20041001|003325107|ABRM|23183|ABERDENE MINES LTD|.
20041001|003654100|ABMD|26252|ABIOMED INC|.
20041001|00371F206|AAC|11100|ABLEAUCTIONS.COM INC|.
20041001|00371N407|ABRX|18316|ABLE LABORATORIES INC|.
20041001|00372P203|ABNPR|17678|ABN AMRO CAP FDG TR V|.
20041001|003830106|ABP|49013|ABRAXAS PETROLEUM CORP.|.
20041001|00387N102|AHFI|11010|ABSOLUTE HEALTH & FITNESS INC|.
20041001|003908209|ABSKF|10470|ABSOLUT RESOURCES CORP-NEW|.
20041001|004325205|AKLMQ|1429578|ACCLAIM ENTERTAINMENT INC|.
20041001|00433F202|ACTY|14956|ACCESSITY CORP NEW|.
20041001|00438W101|ACUP|475116|ACCUPOLL HLDG CORP|.
20041001|004403101|AACE|15099|ACE CASH EXPRESS INC|.
20041001|004724100|AMIIQ|22977|ACME METALS INC|.
20041001|00504X207|AWLD|12037|ACTIVEWORLDS CORP|.
20041001|00506R109|AVWI|299887|ACTIONVIEW INTERNATIONAL INC|.
20041001|00508B102|ACTU|16387|ACTUATE CORPORATION|.
20041001|00511R870|ACUS|30233|ACUSPHERE INC|.
20041001|006503106|ANCGF|17000|ADANAC GOLD CORP|.
20041001|006848105|ADELQ|31540|ADELPHIA COMMUNICATNS CRP CL-A|.
20041001|00686U104|KAR|258704|ADESA INC COM|.
20041001|007131105|ADBRF|21500|ADMIRAL BAY RESOURCES INC|.
20041001|00733P108|ADRRF|17126|ADRIAN RESOURCES LTD|.
20041001|007518103|AVCD|34674|ADVANCED CMPTR TECHNIQUES CRP|.
20041001|00754E107|API|11720|ADVANCED PHOTONIX INC CL-A|.
20041001|00754V109|ADOT|421559|ADVANCED OPTICS ELECTRNCS INC|.
20041001|007559107|AVCP|19500|ADVANTAGE CAPITAL DEVELOPMENT|.
20041001|00756M404|ASX|51173|AMER SEMI-COND ENG ADS (5CMSH)|.
20041001|00759X100|AVDI|89524|ADVANCED TECHNOLOGY INDS INC|.
20041001|00760J108|AEHR|11000|AEHR TEST SYSTEMS|.
20041001|00762L101|AVNNF|14852|ADVANTAGE ENERGY INCOME TR UNI|.
20041001|00763K102|ADZR|121751|ADZONE RESEARCH INC|.
20041001|00763V108|AIDO|10338|ADVANCED ID CORPORATION|.
20041001|00764N105|AVIG|16027|ADVANCED INTEGRATED MGMT SVCS|.
20041001|00764X103|ANX|486473|ADVENTRX PHARMACEUTICALS INC|.
20041001|00765G109|AOLS|16791|AEOLUS PHARMACEUTICALS INC|.
20041001|007768104|ARXX|28719|AEROFLEX INCORPORATED|.
20041001|007903107|AMD|21835|ADVANCED MICRO DEVICES|.
20041001|007924103|AEG|1955082|AEGON NV -ORD-|.
20041001|007928104|ADVR|665399|ADVANCED VIRAL RESEARCH CORP|.
20041001|007942204|ADVNB|11074|ADVANTA CORP CL-B|.
20041001|007974108|ADVS|10273|ADVENT SOFTWARE INC|.
20041001|007975204|AEZS|64498|AETERNA ZENTARIS INC|.
20041001|00808V105|AETH|88502|AETHER SYSTEMS INC|.
20041001|00808Y109|AEMD|11422|AETHLON MEDICAL INC|.
20041001|008190100|ACS|18473|AFFILIATED COMPUTER SERVS CL-A|.
20041001|008252108|AMG|17621|AFFILIATED MANAGERS GROUP INC|.
20041001|00826M103|AFFI|19720|AFFINITY TECHNOLOGY GROUP INC|.
20041001|008292203|AFKDY|128509|AFRIKANDER LEASE LTD ADR|.
20041001|00845V209|AGRB|15254|AGERE SYSTEMS INC. CL B|.
20041001|00846U101|A|25780|AGILENT TECHNOLOGIES, INC|.
20041001|008474108|AEM|10267|AGNICO-EAGLE MINES LTD|.
20041001|008494106|ABTXQ|20846|AGRIBIOTECH INC|.
20041001|008543100|AGPT|22500|AGRIPOST INC|.
20041001|00855F102|AGNI|35580|AGRONIX INC|.
20041001|00888R107|RRE|20124|AIM SELECT REAL ESTATE INC FUN|.
20041001|008911109|ACDAQ|53310|AIR CANADA INC|.
20041001|008911307|ACNAQ|9550215|AIR CANADA CORP CL-A NON VTG|.
20041001|008920100|AITX|147245|AIRTRAX INC|.
20041001|009207101|AIRT|819013|AIR T INC|.
20041001|00941P106|ANCC|222802|AIRNET COMMUNICATIONS CORP|.
20041001|00949P108|AAI|21301|AIRTRAN HOLDINGS INC|.
20041001|00950M101|AVWF|28502|AIRROVER WI FI CORP|.
20041001|010196103|AKSY|517218|AKSYS LTD|.
20041001|011589108|APCS|39235|ALAMOSA HOLDINGS INC|.
20041001|011659109|ALK|30126|ALASKA AIR GROUP INC|.
20041001|013104104|ABS|139569|ALBERTSON'S INC|.
20041001|013716105|AL|38710|ALCAN INC|.
20041001|013817101|AA|36197|ALCOA INC|.
20041001|015404106|ACEL|17263|ALFACELL CORP|.
20041001|016255101|ALGN|66537|ALIGN TECHNOLOGY INC|.
20041001|017361106|AYE|34792|ALLEGHENY ENERGY INC|.
20041001|018522300|ALE|124726|ALLETE INC NEW|.
20041001|01855A101|AC|48754|ALLIANCE CAP MGMT HLDG LP|.
20041001|018773309|ALLP|18714|ALLIANCE PHARMACEUTICAL CORP-N|.
20041001|01879R106|AWF|51200|ALLIANCE WLD DOLLAR GOVT FD II|.
20041001|018916106|ALLC|75900|ALLIANCE TOWERS INC|.
20041001|01903Q108|ALD|5178404|ALLIED CAPITAL CORP|.
20041001|019645506|ALY|14700|ALLIS CHALMERS CORP NEW|.
20041001|019741107|AXNP|289973|ALLIXON CORPORATION|.
20041001|019777101|ALTH|15385|ALLOS THERAPEUTICS INC|.
20041001|019855105|ALOY|12214|ALLOY INC|.
20041001|01988P108|MDRX|209014|ALLSCRIPTS HEALTHCARE SLTS INC|.
20041001|020039103|AT|17330|ALLTEL CORP|.
20041001|02071K105|ABTI|160009|ALPHA BETA TECH INC|.
20041001|02078Q105|AWBI|12026799|ALPHA WIRELESS BROADBAND INC|.
20041001|02081D208|ALRX|24172|ALPHARX INC NEW-NEW|.
20041001|020936100|ATUSF|25000|ALTIUS MINERALS CORP|.
20041001|021090204|APELY|12692|ALPS ELECTRIC LTD ADR|.
20041001|021441100|ALTR|148023|ALTERA CORP|.
20041001|02145H104|ATEK|11215|ALTERNATIVE TECH RES INC|.
20041001|02146R101|ARGY|78361|ALTERNATE ENERGY CORP|.
20041001|02148M100|ATRS|18712|ALTIRIS INC|.
20041001|022276109|ACH|11178|ALUIMINUM CORP OF CHINA (100 C|.
20041001|022912109|AXREF|32100|AMARC RESOURCES LTD|.
20041001|02301P106|AMAR|12187|AMARILLO BIOSCIENCES|.
20041001|02301T108|AGCBF|29000|AMARILLO GOLD CORPORATION|.
20041001|023135106|AMZN|11533|AMAZON COM INC|.
20041001|023164106|ABCP|11057|AMBASE CORP|.
20041001|023434103|AANI|417322|AMEDIA NETWORKS INC|.
20041001|023586100|UHAL|11485|AMERCO|.
20041001|023647100|ATDTY|11000|AMERICA TELECOM ADR|.
20041001|023657208|AWA|136634|AMERICA WEST HLDGS (HOLDG)CL-B|.
