SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20070501|000375204|ABB|329237|ABB LTD ADS ( 1 REG SHS)|19.96
20070501|00080V203|ABNPRF|14670|ABN AMRO HLDG N.V. CAP FDG TR|25.24
20070501|00081T108|ABD|75000|ACCO BRANDS CORPORATION|23.8
20070501|000937102|ABN|12040|ABN AMRO HOLD N.V. ADS(1 ORD)|48.45
20070501|000955104|ACTT|18231|ACT TELECONFERENCING INC|0.1
20070501|000973107|AMNUQ|15590|ACT MANUFACTURING INC|.
20070501|001058106|AFPC|91437|A F P IMAGING CORP|2.13
20070501|001547108|AKS|180139|AK STEEL HOLDING CORP|30.52
20070501|00167K500|ADL|11557|AMDL INC|3.19
20070501|001765106|AMR|500379|AMR CORP|26.09
20070501|001963107|ASVI|535925|A S V INC|15.18
20070501|00206R102|T|145791|AT&T INC. COM|38.72
20070501|00208B204|ASTT|15854|ASAT HLDGS LTD SPONS ADR (HK)|1.13
20070501|002184109|ATWO|27061|A 21 INC|0.21
20070501|002255107|AUO|57660|AU OPTRONICS CP ADS (10 COM)|15.91
20070501|002346104|AVII|18872|AVI BIOPHARMA INC|2.67
20070501|002457109|AXMP|16497|AXM PHARMA INC|0.2
20070501|002458107|AXO|15300|AXS-ONE INC.|0.76
20070501|002555209|ABCFF|24323|ABACUS MINING & EXPLORATION CO|0.61
20070501|002893105|ABER|167200|ABER DIAMOND CORP.|36.24
20070501|003709102|ABLE|17479|ABLE ENERGY INC|1.9
20070501|00372P203|ABNPRE|18612|ABN AMRO CAP FDG TR V|24.14
20070501|00372Q201|ABNPRG|34745|ABN AMRO CAP FDG TR VII GTD TR|24.88
20070501|003830106|ABP|17171|ABRAXAS PETROLEUM CORP.|3.49
20070501|00389M102|ACEN|13537|AC Energy Inc. Common Stock|1.35
20070501|003924107|ABY|314330|ABITIBI-CONSOLIDATED INC|2.63
20070501|004225108|ACAD|19186|ACADIA PHARMACEUTICALS INC|13.66
20070501|004329108|AIXD|90555|ACCESS INTEGRATED TECHNOLOGIES|6.2
20070501|00433R107|AKYI|45485|ACCESSKEY IP INC COM STK (NV)|.
20070501|00437P107|LEND|2086903|ACCREDITED HOME LENDERS HLDG C|11.68
20070501|004404109|ACEC|11960|ACE*COMM CORP|0.77
20070501|004724100|AMIIQ|39213|ACME METALS INC|.
20070501|004764106|APKT|78357|ACME PACKET, INC.|13.51
20070501|004845202|ACMUY|15674|ACOM CO LTD SPONS ADR (JAPAN)|8.9
20070501|005000104|ACRI|38938|ACRO Inc. Common Stock|0.45
20070501|005015102|AGNM|50017|ACRONGENOMICS INC|1.44
20070501|005060108|ATVE|14307|ACTIVECORE TECHNOLOGIES, INC.|.
20070501|00506W108|ATMEF|30000|ACTION MINERALS INC (CANADA)|0.14
20070501|00507E107|ACTS|33785|ACTIONS SEMICONDUCTOR CO LTD A|7.22
20070501|00507F104|AGLV|50000|ACTIS Global Ventures, Inc. Co|.
20070501|00511R870|ACUS|94006|ACUSPHERE INC|3.99
20070501|00516Q109|AVPA|12300|AD VENTURE PARTNERS INC COM|5.75
20070501|00652E100|AUAYF|920135|Adanac Molybdenum Corporation|2
20070501|006852206|ADEN|417120|ADEN ENTERPRISES INC|.
20070501|00685R409|ADPAS|22462|ADELPHIA RECOVERY TR SER ACC-1|0.07
20070501|00686R200|ADH|80147|ADHEREX TECHNOLOGIES INC COM S|0.61
20070501|007094105|ASF|15800|ADMINISTAFF INC|33.19
20070501|00724X102|ADLR|356774|ADOLOR CORPORATION|3.58
20070501|00735P106|ANARF|62330|ADRIANA RESOURCES, INC|1.09
20070501|00737E109|ADSO|489850|ADSERO CORP|0.12
20070501|00737P104|ADST|13617|ADSTAR INC|1.75
20070501|007391105|ADDL|17236|Aduddell Industries, Inc. Comm|0.55
20070501|00739T104|ADRM|29996|Aduromed Industries, Inc. Comm|0.3
20070501|007486103|AVNA|204652|ADVANCE NANTECH INC|0.44
20070501|00750Y206|AVTX|17430|ADVANCE TECHNOLOGIES INC|.
20070501|00752G104|ABPH|10579|ADVANCED BIOPHOTONICS, INC.|.
20070501|00752H102|ABAT|25518|ADVANCED BATTERY TECHNOLOGIES|3
20070501|00752K105|ACTC|320281|ADVANCED CELL TECHNOLOGY, INC.|0.69
20070501|00754E107|API|30043|ADVANCED PHOTONIX INC CL-A|1.7
20070501|00754V109|ADOT|446330|ADVANCED OPTICS ELECTRNCS INC|.
20070501|00756F201|APPI|1019561|ADVANCED PLANT PHARMACTCL|.
20070501|007624109|ADXS|170313|ADVAXIS, INC.|0.34
20070501|007627102|AONNY|10533|AEON CO LTD ADR|18.35
20070501|00762C101|ARYC|20410|ADVANCED RECYCLING SCS INC|0.02
20070501|00762L101|AAV|202590|ADVANTAGE ENERGY INCOME TR UNI|11.34
20070501|00763V108|AIDO|62436|ADVANCED ID CORPORATION|0.4
20070501|00764L109|AVNC|14348|ADVANCIS PHARMACEUTICAL CORP|2.7
20070501|00764X103|ANX|34222|ADVENTRX PHARMACEUTICALS INC|2.71
20070501|00765H107|ADLS|78551|ADVANCED LIFE SCIENCES HOLDING|3.56
20070501|007772106|AFML|33754|Aerofoam Metals Inc. Common St|0.09
20070501|007785108|AROU|16203|AEROGROUP INC|.
20070501|007865108|ARO|106768|AEROPOSTALE INC|41.15
20070501|007903107|AMD|1551845|ADVANCED MICRO DEVICES|13.82
20070501|007924103|AEG|15036|AEGON NV -ORD-|20.68
20070501|007924301|AEH|12084|AEGON N.V. PERP.CAP SECS|25.97
20070501|007942204|ADVNB|45552|ADVANTA CORP CL-B|45.82
20070501|00826A109|AFFY|25451|AFFYMAX INC COM|35.46
20070501|00826T108|AFFX|14188|AFFYMETRIX INC|26.27
20070501|008543100|AGPT|22400|AGRIPOST INC|.
20070501|008920100|AITX|18250|AIRTRAX INC|0.55
20070501|00941P403|ANCCQ|4268511|AIRNET COMMUNICATIONS CORP NEW|.
20070501|009720103|AKNS|27298|Akeena Solar, Inc. (DE) Common|3.1
20070501|010196103|AKSY|10975|AKSYS LTD|0.04
20070501|010392553|ALF|12400|ALABAMA POWER COMPANY SR NT SE|24.47
20070501|011612603|ALAN|426610|ALANCO TECHNOLOGIES INC NEW CO|3.03
20070501|013716105|AL|10050|ALCAN INC|58.87
20070501|013775101|ACMG|177249|Alcard Chemicals Group, Inc. (|0.04
20070501|013904305|ALU|276220|ALCATEL-LUCENT ADR|13.25
20070501|015388101|AHDS|10773|ALFA INTERNATIONAL HOLDINGS CO|0.58
20070501|015404106|ACEL|121117|ALFACELL CORP|2.94
20070501|01626P403|ANCUF|17779|ALIMENTATION COUCHE TRAD INC S|21.38
20070501|016557407|SEMI|28976|ALL MER SEMICONDUCTOR INC|0.28
20070501|018532101|ABOYY|149585|ALLIANCE BOOTS PLC ADR|22.25
20070501|01853E105|ALJGF|16800|ALLIANCE ATL COMM INC CL A VTG|46.14
