SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20180116|D1668R123|DDAIF|264|DAIMLER AG|90.25
20180116|D18190898|DB|28454|DEUTSCHE BANK AG NAMEN AKT (DE|18.70
20180116|G01767105|ALKS|3682|ALKERMES PLC ORDINARY SHS (IRE|58.71
20180116|G0177J108|AGN|8353|ALLERGAN PLC ORD SHS (IRL)|176.05
20180116|G0177J116|AGNPRA|25|ALLERGAN PLC 5.5% PFD CONV SER|632.47
20180116|G037AX101|AMBA|100|AMBARELLA, INC ORD SHS|54.92
20180116|G0441P112|ANDAU|100|ANDINA ACQUISITION CORP II UIT|12.41
20180116|G0441P120|ANDAR|2071|ANDINA ACQUISITION CORP II RT |1.38
20180116|G0443N107|WAAS|35|AQUAVENTURE HLDGS LTD SHS (VGB|14.94
20180116|G0450A105|ACGL|2191|ARCH CAPITAL GROUP LTD|90.69
20180116|G0464B107|AGII|47|ARGO GROUP INTERNATIONAL HOLDI|61.35
20180116|G05384154|AHLPRC|7228|ASPEN INSURANCE HLDGS LTD FXD/|27.25
20180116|G06207123|AFHBL|505|ATLAS FINL HLDGS INC 6.625%SR |26.03
20180116|G07021127|HELIQ|4790|CHC GROUP LTD SHS NEW (CYM)|0.34
20180116|G11196105|BHVN|19456|BIOHAVEN PHARMACEUTICAL HLDG C|26.44
20180116|G1154H107|BEL|400|BELMOND LTD|12.90
20180116|G14838109|MIME|3505|MIMECAST LTD ORD SHS (GBR)|32.29
20180116|G16234109|BBU|100|BROOKFIELD BUSINESS PARTNERS L|37.26
20180116|G16249107|BPY|8127|BROOKFIELD PPTY PARTNERS L P U|21.36
20180116|G16258108|BEP|372|BROOKFIELD RENEWABLE PARTNERS |33.28
20180116|G16962105|BG|14999|BUNGE LIMITED|69.74
20180116|G1757E113|CMCL|23104|CALEDONIA MNG CORP PLC SHS NEW|7.52
20180116|G18920127|CICWS|300|CAPITOL INVT CORP IV WT PUR ON|1.09
20180116|G1991C105|CATM|42|CARDTRONICS PLC|21.67
20180116|G20045202|CETV|162|CENTRAL EUROPEAN MEDIA ENTRP-A|4.65
20180116|G21082105|CYD|848|CHINA YUCHAI INTL LTD|25.19
20180116|G21174100|CNIT|10000|CHINA INFORMATION TECHNOLOGY, |2.99
20180116|G2118P102|CCRC|8310|CHINA CUSTOMER RELATIONS CTRS |20.50
20180116|G2120A101|CIFS|439|CHINA INTERNET NATIONWIDE FINL|41.85
20180116|G2345N128|CMSSU|1140|CM SEVEN STAR ACQUISITION CORP|9.95
20180116|G23773107|CWCO|333|CONSOLIDATED WATER CO., INC.|13.00
20180116|G2519Y108|BAP|99|CREDICORP LTD (COMM $5.00 PAR)|222.88
20180116|G25343107|CZZ|1179|COSAN LIMITED SHS A (BERMUDA) |10.40
20180116|G2709G107|DLPH|15|DELPHI TECHNOLOGIES PLC|59.46
20180116|G29183103|ETN|2372|EATON CORP PLC (IRL)|84.24
20180116|G30401106|ENDP|923|ENDO INTL PLC ORD SHS (IRL)|7.95
20180116|G3105C112|ELECW|8193|ELECTRUM SPL ACQUISITION CORP |0.41
20180116|G3157S106|ESV|16616|ENSCO INTERNATIONAL PLC,LONDON|7.43
20180116|G3198U102|ESNT|164|ESSENT GROUP LTD COM SHS (BMU)|48.08
