SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20100104|D1668R123|DAI|5544|DAIMLER AG|53.30
20100104|D18190898|DB|759|DEUTSCHE BANK AG NAMEN AKT|70.91
20100104|E8683R144|STDPRE|2466|SANTANDER FIN PFD S.A. UNIPERS|28.38
20100104|E90215109|TLVT|11132|TELEVENT GIT S.A. (SPAIN)|38.98
20100104|G02602103|DOX|592|AMDOCS LTD ORD|28.53
20100104|G04136100|APWR|3343|A-POWER ENERGY GENERATION SYST|18.29
20100104|G0450A147|ARHPRA|902|ARCH CAPITAL GROUP LTD 8% PFD |25.02
20100104|G0464B107|AGII|13|ARGO GROUP INTERNATIONAL HOLDI|29.14
20100104|G0471F109|APAGF|133|APCO OIL AND GAS INTERNATIONAL|22.10
20100104|G0538M105|CIO|266|ASIA SPECIAL SITUATION ACQUISI|9.94
20100104|G05384113|AHLPR|113|ASPEN INS HLDGS LTD PERP PFD I|52.52
20100104|G05384139|AHLPRA|4100|ASPEN INSURANCE HLDGS LTD PERF|22.20
20100104|G0585R106|AGO|288|ASSURED GUARNATY LTD|21.76
20100104|G06750106|AUTC|24937|AUTOCHINA INTERNATIONAL LIMITE|21.75
20100104|G06750114|AUTCW|54060|AUTOCHINA INTERNATIONAL LIMITE|16.55
20100104|G0692U109|AXS|200|AXIS CAPITAL HOLDINGS LTD|28.41
20100104|G0692U208|AXSPRA|96|AXIS CAPITAL HOLDINGS, LTD PFD|22.80
20100104|G10082108|EXXI|10748|Energy XXI (Bermuda) Limited C|2.31
20100104|G11152108|BNGOF|1448|BINGO.COM, LTD (ANGUILLA)|0.17
20100104|G1151C101|ACN|2040|ACCENTURE PLC CL-A ORDINARY SH|41.50
20100104|G16252101|BIP|281|BROOKFIELD INFRASTRUCTURE PART|16.77
20100104|G16962105|BG|15280|BUNGE LIMITED|63.83
20100104|G17580104|CLKTF|6100|CALCITECH LTD|0.06
20100104|G20045202|CETV|980|CENTRAL EUROPEAN MEDIA ENTRP-A|23.61
20100104|G2022L106|CHINA|2805|CDC CORPORATION CL A COM|2.23
20100104|G2110R106|IMOS|7456|CHIPMOS TECHNOLOGIES BERMUDA L|0.70
20100104|G2110U109|CHNR|3005|CHINA NATURAL RESOURCES, INC|11.80
20100104|G21107100|CO|185867|CHINA CORD BLOOD CORP ORDINARY|6.40
20100104|G21117117|CGSQF|1084|CHINA TOPREACH INC.|0.33
20100104|G21170108|CTXIF|2393|CHINA LINEN TEXTILE INDUSTRY, |1.10
20100104|G21176204|CABLU|168|China Cablecom Holdings, Ltd. |0.59
20100104|G23773107|CWCO|270|CONSOLIDATED WATER CO., INC.|14.29
20100104|G24140108|CBE|779|COOPER INDUSTRIES ,PLC ORDINAR|42.64
20100104|G2519Y108|BAP|239|CREDICORP LTD (COMM $5.00 PAR)|77.02
20100104|G2554F105|COV|468|COVIDIEN PLC|47.89
20100104|G2554P103|CRMH|400|CRM HOLDINGS LTD|0.33
20100104|G30397106|ENH|1129|ENDURANCE SPECIALTY HOLDINGS L|37.23
20100104|G3075P101|ESGR|300|ENSTAR GROUP LIMITED ORD SHS|73.02
20100104|G3156P103|ASA|345|ASA LIMITED|77.45
20100104|G32030101|CLWT|900|EURO TECH HOLDINGS CO LTD|2.15
20100104|G3223R108|RE|10|EVEREST RE GP LTD(BERM)HLDG CO|85.68
20100104|G36993106|FTLK|2000|FUNTALK CHINA HOLDINGS LTD ORD|6.76
20100104|G37260109|GRMN|53|GARMIN LTD|30.70
20100104|G3922B107|G|230|GENPACT LIMITED|14.90
20100104|G39300101|GSOL|33|GLOBAL SOURCES LTD|6.25
20100104|G4095J109|GLRE|265|GREENLIGHT CAPITAL RE LTD CL A|23.57
20100104|G4388N106|HELE|2933|HELEN OF TROY LTD-NEW-BERMUDA |24.46
20100104|G47791101|IR|2975|INGERSOLL-RAND PLC ORD SHS (IR|35.74
20100104|G491BT108|IVZ|41007|INVESCO LTD (NEW)|23.49
20100104|G5138L100|JST|1591|JINPAN INT'L LTD(COMMON)|47.67
20100104|G5221G109|KATFF|1226|KATANGA MINING LIMITED ORD SHS|0.67
20100104|G54050102|LAZ|121|LAZARD LTD|37.97
20100104|G55312105|JADE|157|LJ INTL INC|2.45
20100104|G56462149|LORBQ|54212|LORAL SPACE&COMMUNI CV C 6%PFD|0.02
20100104|G5876H105|MRVL|2200|MARVELL TECH GROUP LTD|20.75
20100104|G62185106|MRH|1659|MONTPELIER RE HOLDINGS LTD|17.32
20100104|G6359F103|NBR|517|NABORS INDS LTD (NEW) BERMUDA |21.89
20100104|G65773106|NAT|57|NORDIC AMERICAN TANKER SHPG LT|30.00
20100104|G67743107|OEH|5|ORIENT-EXPRESS HOTELS LTD CL A|10.14
