SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20170201|D1668R123|DDAIF|693|DAIMLER AG|75.25
20170201|D18190898|DB|8400|DEUTSCHE BANK AG NAMEN AKT (DE|19.91
20170201|G0084W101|ADNT|5|ADIENT PLC ORD SHS (IRL)|63.49
20170201|G0114P100|AMLZF|650177|AFRICAN MINERALS LIMITED ORDIN|.
20170201|G0129K104|AYR|842|AIRCASTLE LIMITED COM|22.30
20170201|G01767105|ALKS|1015|ALKERMES PLC ORDINARY SHS (IRE|54.11
20170201|G02602103|DOX|133|AMDOCS LTD ORD|58.71
20170201|G0335L102|ANFI|1900|AMIRA NATURE FOODS LTD ORD SHS|5.80
20170201|G0408V102|AON|72|AON PLC ORD SHS CL A NEW (UK) |112.70
20170201|G0441P138|ANDAW|14700|ANDINA ACQUISITION CORP II WT |0.32
20170201|G0450A105|ACGL|83|ARCH CAPITAL GROUP LTD|88.35
20170201|G05384105|AHL|100|ASPEN INSURANCE HOLDINGS LTD O|56.40
20170201|G05384147|AHLPRB|868|ASPEN INSURANCE HOLDINGS LIMIT|25.80
20170201|G05384154|AHLPRC|99|ASPEN INSURANCE HLDGS LTD FXD/|26.25
20170201|G0551A103|ARRS|223|ARRIS INTL LTD ORD SHS (GBR)|28.58
20170201|G0692U109|AXS|97|AXIS CAPITAL HOLDINGS LTD|64.01
20170201|G0692U117|AXSPRD|1229|AXIS CAPITAL HLDGS LTD PFD SR |24.01
20170201|G0692U307|AXSPRC|100|AXIS CAPITAL HOLDINGS LIMITED |25.34
20170201|G0726L109|AHPAU|1100|AVISTA HEALTHCARE PUB ACQUIST |10.26
20170201|G0726L125|AHPA|1200|AVISTA HEALTHCARE PUBLIC ACQUI|9.83
20170201|G0750C108|AXTA|340|AXALTA COATING SYS LTD COM SHS|29.00
20170201|G0751N103|ABY|5|ATLANTICA YIELD PLC SHS (GBR) |21.40
20170201|G10082140|EXXIQ|11577830|ENERGY XXI LTD COM SHS|0.02
20170201|G1151C101|ACN|117|ACCENTURE PLC CL-A ORDINARY SH|113.87
20170201|G16234109|BBU|1071|BROOKFIELD BUSINESS PARTNERS L|24.44
20170201|G16249107|BPY|12808|BROOKFIELD PPTY PARTNERS L P U|22.45
20170201|G16252101|BIP|34|BROOKFIELD INFRASTRUCTURE PART|34.95
20170201|G16258108|BEP|5079|BROOKFIELD RENEWABLE PARTNERS |30.22
20170201|G16962105|BG|11825|BUNGE LIMITED|69.21
20170201|G1757E105|CALVF|25522|CALEDONIA MNG CORP PLC SHS (JE|1.43
20170201|G21107100|CO|100|CHINA CORD BLOOD CORP ORDINARY|5.87
20170201|G2113X134|CCCL|100|CHINA CERAMICS CO LTD USD SHS |2.22
20170201|G21612109|CLDC|1|CHINA LENDING CORP SHS (VGB)|5.60
20170201|G2519Y108|BAP|100|CREDICORP LTD (COMM $5.00 PAR)|163.68
20170201|G2920Y101|ECAC|5931|E-COMPASS ACQUISITION CORP ORD|10.64
20170201|G3040R158|EDVMF|44|ENDEAVOUR MINING CORP SHS NEW |19.18
20170201|G30401106|ENDP|483|ENDO INTL PLC ORD SHS (IRL)|12.24
20170201|G3157S106|ESV|2293|ENSCO INTERNATIONAL PLC,LONDON|10.92
20170201|G3223R108|RE|105|EVEREST RE GP LTD(BERM)HLDG CO|219.93
20170201|G33856108|GSM|4|FERROGLOBE PLC ORD SHS (GBR)|10.51
20170201|G3682E192|FRO|19280|FRONTLINE LTD (BMU)|6.94
20170201|G3704F110|FFHL|66756|FUWEI FILMS HOLDINGS CO LTD SH|3.26
20170201|G37585109|GLOG|4|GASLOG LTD COMMON SHS (BERMUDA|16.70
20170201|G37585117|GLOGPRA|100|GASLOG LTD CUM RED PERP PFD SH|25.05
20170201|G3933F105|GBLI|103|GLOBAL INDEMNITY LTD CAYMAN CL|39.51
20170201|G4388N106|HELE|40|HELEN OF TROY LTD-NEW-BERMUDA |93.30
20170201|G4412G101|HLF|8631|HERBALIFE LTD|56.20
20170201|G4617B105|HZNP|1218|HORIZON PHARMA PLC ORD SHS (IR|16.37
20170201|G47567105|INFO|88234|IHS MARKIT LTD (BMU)|39.45
20170201|G4863A108|IGT|21|INTERNATIONAL GAME TECHNOLOGY |26.41
20170201|G48833100|WFT|4740|WEATHERFORD INT'L PLC (IRELAND|5.21
20170201|G491BT108|IVZ|229|INVESCO LTD (NEW)|28.92
20170201|G5315B107|KOS|2510|KOSMOS ENERGY LTD|6.54
20170201|G54050102|LAZ|114|LAZARD LTD|42.48
20170201|G5480U104|LBTYA|139|LIBERTY GLOBAL PLC SHS CL A|36.48
20170201|G5480U120|LBTYK|7863|LIBERTY GLOBAL PLC SHS CL C (U|35.13
20170201|G5480U138|LILA|11|LIBERTY GLOBAL PLC LILAC SHS C|23.02
20170201|G5480U153|LILAK|846|LIBERTY GLOBAL PLC LILAC SHS C|22.32
20170201|G5509L101|LIVN|534|LIVANOVA PLC SHS (GBR)|48.11
20170201|G5785G107|MNK|195|MALLINCKRODT PUB LTD CO SHS (I|48.73
20170201|G5960L103|MDT|70|MEDTRONIC PLC ORD SHS (IRL)|76.02
20170201|G6S01W108|PGNPQ|10819|PARAGON OFFSHORE PLC (GBR)|0.08
20170201|G60754101|KORS|2699|MICHAEL KORS HLDGS LTD ORD SHS|42.81
20170201|G6331W109|MPSX|11|MULTI PACKING SOLUTIONS INTERN|17.82
20170201|G6359F103|NBR|3867|NABORS INDS LTD (NEW) BERMUDA |16.25
20170201|G6503X109|NVET|6196|NEXVET BIOPHARMA PUB LTD CO OR|3.16
20170201|G6518L108|NLSN|16|NIELSEN HLDGS PLC SHS EUR (GBR|40.91
20170201|G65431101|NE|9420|NOBLE CORP PLC ORD SHS (UK)|6.75
20170201|G65772108|NAO|13|NORDIC AMERN OFFSHORE LTD SHS |2.75
20170201|G65773106|NAT|37197|NORDIC AMERICAN TANKERS LTD SH|8.64
20170201|G6583A102|NORD|21815|NORD ANGLIA EDUCATION INC ORD |21.86
