SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20180702|B38564108|EURN|1157|EURONAV NV ANTWERPEN (BELGIUM)|9.20
20180702|D1668R123|DDAIF|20666|DAIMLER AG|64.20
20180702|D18190898|DB|168922|DEUTSCHE BANK AG NAMEN AKT (DE|10.62
20180702|G0084W101|ADNT|467|ADIENT PLC ORD SHS (IRL)|49.19
20180702|G0132V105|AGMH|461|AGM GROUP HLDGS INC USD CL A O|23.90
20180702|G0176J109|ALLE|105|ALLEGION PUB LTD CO (IRL)|77.36
20180702|G01767105|ALKS|933|ALKERMES PLC ORDINARY SHS (IRE|41.16
20180702|G0177J108|AGN|100|ALLERGAN PLC ORD SHS (IRL)|166.72
20180702|G0335L102|ANFI|5378|AMIRA NATURE FOODS LTD ORD SHS|2.22
20180702|G037AX101|AMBA|8676|AMBARELLA, INC ORD SHS|38.61
20180702|G0408V102|AON|137|AON PLC ORD SHS CL A NEW (UK) |137.17
20180702|G0443N107|WAAS|1982|AQUAVENTURE HLDGS LTD SHS (VGB|15.58
20180702|G0464B107|ARGO|200|ARGO GROUP INTERNATIONAL HOLDI|58.15
20180702|G0551A103|ARRS|18481|ARRIS INTL LTD ORD SHS (GBR)|24.45
20180702|G06207115|AFH|1576|ATLAS FINANCIAL HOLDINGS INC. |8.75
20180702|G06207123|AFHBL|476|ATLAS FINL HLDGS INC 6.625%SR |24.52
20180702|G0692U117|AXSPRD|100|AXIS CAPITAL HLDGS LTD PFD SR |25.06
20180702|G0750C108|AXTA|44577|AXALTA COATING SYS LTD COM SHS|30.31
20180702|G0750W104|AXON|1338|AXOVANT SCIENCES LTD COM SHS|2.26
20180702|G0751N103|AY|44621|ATLANTICA YIELD PLC SHS (GBR) |20.18
20180702|G10830100|BYSI|665|BEYONDSPRING INC ORD SHS (CYM)|26.51
20180702|G11196105|BHVN|443|BIOHAVEN PHARMACEUTICAL HLDG C|39.52
20180702|G1142P138|BCACR|1510|BISON CAP ACQUISITION CORP RTS|0.33
20180702|G1151C101|ACN|11331|ACCENTURE PLC CL-A ORDINARY SH|163.59
20180702|G1154H107|BEL|2111|BELMOND LTD|11.15
20180702|G14838109|MIME|2251|MIMECAST LTD ORD SHS (GBR)|41.21
20180702|G16234109|BBU|91|BROOKFIELD BUSINESS PARTNERS L|38.26
20180702|G16252101|BIP|1179|BROOKFIELD INFRASTRUCTURE PART|38.40
20180702|G16258108|BEP|487|BROOKFIELD RENEWABLE PARTNERS |30.05
20180702|G1644T109|BSIG|542|BRIGHTSPHERE INVT GROUP PLC SH|14.26
20180702|G16962105|BG|50|BUNGE LIMITED|69.71
20180702|G1757E113|CMCL|6449|CALEDONIA MNG CORP PLC SHS NEW|8.44
20180702|G18920101|CIC|5157|CAPITOL INVT CORP IV USD CL A |9.85
20180702|G18920119|CICU|1193|CAPITOL INVT CORP IV (CYM)|10.30
20180702|G1991C105|CATM|274|CARDTRONICS PLC|24.18
20180702|G1992S109|CISN|65435|CISION LTD|14.95
20180702|G20045202|CETV|315|CENTRAL EUROPEAN MEDIA ENTRP-A|4.15
20180702|G2118P102|CCRC|6886|CHINA CUSTOMER RELATIONS CTRS |22.59
20180702|G2120A101|CIFS|5747|CHINA INTERNET NATIONWIDE FINL|16.62
20180702|G21515104|CBPO|100|CHINA BIOLOGIC PRODS HLDGS INC|99.33
20180702|G21612109|CLDC|445|CHINA LENDING CORP SHS (VGB)|3.01
20180702|G2345N128|CMSSU|2500|CM SEVEN STAR ACQUISITION CORP|10.30
20180702|G23773107|CWCO|218|CONSOLIDATED WATER CO., INC.|12.90
20180702|G2379F116|CNACW|2182|CONSTELLATION ALPHA CAP CORP W|0.32
20180702|G2379F132|CNACR|47686|CONSTELLATION ALPHA CAP CORP R|0.42
20180702|G2519Y108|BAP|359|CREDICORP LTD (COMM $5.00 PAR)|225.12
20180702|G25839104|CCE|234|COCA-COLA EUROPEAN PARTNERS PL|40.64
20180702|G27358103|DESP|13701|DESPEGAR.COM CORP ORD SH (VGB)|20.97
20180702|G29183103|ETN|803|EATON CORP PLC (IRL)|74.74
20180702|G30401106|ENDP|740|ENDO INTL PLC ORD SHS (IRL)|9.43
20180702|G3157S106|ESV|76132|ENSCO INTERNATIONAL PLC,LONDON|7.26
20180702|G31642104|CLPS|1447|CLPS INCORPORATION|12.95
20180702|G3198U102|ESNT|22|ESSENT GROUP LTD COM SHS (BMU)|35.82
