SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20090817|D1668R123|DAI|20070|DAIMLER AG|45.79
20090817|D18190898|DB|2405|DEUTSCHE BANK AG NAMEN AKT|65.84
20090817|E90215109|TLVT|291|TELEVENT GIT S.A. (SPAIN)|24.82
20090817|G0114P100|AMLZF|750|AFRICAN MINERALS LIMITED ORDIN|5.55
20090817|G0129K104|AYR|149|AIRCASTLE LIMITED COM|9.64
20090817|G0219G203|AWH|255|ALLIED WORLD ASSURANCE COMPANY|44.97
20090817|G02602103|DOX|200|AMDOCS LTD ORD|24.08
20090817|G02995101|ASI|7|AMERICAN SAFETY INSURANCE HOLD|16.20
20090817|G04136100|APWR|190592|A-POWER ENERGY GENERATION SYST|10.05
20090817|G0450A105|ACGL|1214|ARCH CAPITAL GROUP LTD|62.33
20090817|G0450A147|ARHPRA|813|ARCH CAPITAL GROUP LTD 8% PFD |23.95
20090817|G0450A154|ARHPRB|80|ARCH CAPITAL GROUP LTD. 7.87% |22.17
20090817|G0464B107|AGII|157|ARGO GROUP INTERNATIONAL HOLDI|35.36
20090817|G0471F109|APAGF|125|APCO OIL AND GAS INTERNATIONAL|21.39
20090817|G05384105|AHL|492|ASPEN INSURANCE HOLDINGS LTD O|24.47
20090817|G05384139|AHLPRA|258|ASPEN INSURANCE HLDGS LTD PERF|19.00
20090817|G0585R106|AGO|2995|ASSURED GUARNATY LTD|17.52
20090817|G0692U208|AXSPRA|256|AXIS CAPITAL HOLDINGS, LTD PFD|22.24
20090817|G10082108|EXXI|53078|Energy XXI (Bermuda) Limited C|0.70
20090817|G1150G111|ACN|816|ACCENTURE LTD CL-A|36.12
20090817|G16252101|BIP|3369|BROOKFIELD INFRASTRUCTURE PART|14.53
20090817|G16962105|BG|46743|BUNGE LIMITED|67.03
20090817|G20045202|CETV|3352|CENTRAL EUROPEAN MEDIA ENTRP-A|25.91
20090817|G2022L106|CHINA|8079|CDC CORPORATION CL A COM|2.61
20090817|G2110U109|CHNR|3335|CHINA NATURAL RESOURCES, INC|12.08
20090817|G21116119|CGNYF|64|ChinaGrowth North Acquisition |4.60
20090817|G21116127|CGNQF|2210|ChinaGrowth North Acquisition |0.12
20090817|G21125102|CNWHF|10|CHINA NETWORKS INTL HLDGS LTD |1.00
20090817|G21125110|CHNWF|1300|CHINA NETWORKS INTL HLDGS LTD |0.20
20090817|G21176105|CABL|32937|CHINA CABLECOM HOLDINGS, LTD. |0.45
20090817|G24182100|CBE|1543|COOPER INDUSTRIES LTD|32.47
20090817|G2519Y108|BAP|107|CREDICORP LTD (COMM $5.00 PAR)|71.59
20090817|G30397106|ENH|1319|ENDURANCE SPECIALTY HOLDINGS L|34.20
20090817|G3075P101|ESGR|437|ENSTAR GROUP LIMITED ORD SHS|62.19
20090817|G3159C109|CRYP|36064|CRYPTOLOGIC LIMITED COM STK (G|6.86
20090817|G3223R108|RE|1664|EVEREST RE GP LTD(BERM)HLDG CO|83.81
20090817|G3396L102|FGXI|4973|FGX INTERNATINAL HLDGS LTD ORD|13.23
20090817|G36738105|FDP|322|FRESH DEL MONTE PRODUCE(ORD)|22.07
20090817|G3682E127|FRO|347|FRONTLINE LTD|23.66
20090817|G37260109|GRMN|2775|GARMIN LTD|28.72
