SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20180402|B38564108|EURN|19414|EURONAV NV ANTWERPEN (BELGIUM)|8.20
20180402|D1668R123|DDAIF|5094|DAIMLER AG|84.83
20180402|D18190898|DB|6910|DEUTSCHE BANK AG NAMEN AKT (DE|13.98
20180402|G0129K104|AYR|927|AIRCASTLE LIMITED COM|19.86
20180402|G0177J108|AGN|1446|ALLERGAN PLC ORD SHS (IRL)|168.29
20180402|G0335L102|ANFI|440|AMIRA NATURE FOODS LTD ORD SHS|4.17
20180402|G037AX101|AMBA|900|AMBARELLA, INC ORD SHS|48.99
20180402|G0408V102|AON|160|AON PLC ORD SHS CL A NEW (UK) |140.33
20180402|G0443N107|WAAS|290|AQUAVENTURE HLDGS LTD SHS (VGB|12.42
20180402|G0464B107|AGII|790|ARGO GROUP INTERNATIONAL HOLDI|57.40
20180402|G05384154|AHLPRC|288|ASPEN INSURANCE HLDGS LTD FXD/|26.21
20180402|G05384162|AHLPRD|3475|ASPEN INSURANCE HOLDINGS LIMIT|24.73
20180402|G0551A103|ARRS|1485|ARRIS INTL LTD ORD SHS (GBR)|26.57
20180402|G0585R106|AGO|165|ASSURED GUARNATY LTD|36.20
20180402|G0684D107|ATH|241815|ATHENE HLDG LTD CL A (BMU)|47.81
20180402|G0692U109|AXS|368|AXIS CAPITAL HOLDINGS LTD|57.57
20180402|G0692U117|AXSPRD|237|AXIS CAPITAL HLDGS LTD PFD SR |24.75
20180402|G0750C108|AXTA|100|AXALTA COATING SYS LTD COM SHS|30.19
20180402|G0751N103|AY|341|ATLANTICA YIELD PLC SHS (GBR) |19.58
20180402|G0772R208|NTB|2238|BANK OF NT BUTTERFIELD & SON|44.88
20180402|G11196105|BHVN|676|BIOHAVEN PHARMACEUTICAL HLDG C|25.76
20180402|G1142P112|BCACW|5550|BISON CAP ACQUISITION CORP WT |0.40
20180402|G1190F107|BCRH|7|BLUE CAP REINS HLDGS LTD COM S|12.20
20180402|G16234109|BBU|274|BROOKFIELD BUSINESS PARTNERS L|36.01
20180402|G16249107|BPY|1650|BROOKFIELD PPTY PARTNERS L P U|19.19
20180402|G16252101|BIP|487|BROOKFIELD INFRASTRUCTURE PART|41.64
20180402|G16258108|BEP|100|BROOKFIELD RENEWABLE PARTNERS |31.13
20180402|G1644T109|BSIG|1415|BRIGHTSPHERE INVT GROUP PLC SH|15.76
20180402|G16962105|BG|250|BUNGE LIMITED|73.94
20180402|G1757E113|CMCL|9878|CALEDONIA MNG CORP PLC SHS NEW|6.91
20180402|G1992S109|CISN|140|CISION LTD|11.57
20180402|G1992S117|CISNWS|638|CISION LTD WTS|2.34
20180402|G20045202|CETV|1097|CENTRAL EUROPEAN MEDIA ENTRP-A|4.20
20180402|G21082105|CYD|206|CHINA YUCHAI INTL LTD|21.17
20180402|G2113X134|CCCL|2600|CHINA CERAMICS CO LTD USD SHS |1.46
20180402|G21174100|CNIT|200|CHINA INFORMATION TECHNOLOGY, |1.79
20180402|G2118P102|CCRC|2796|CHINA CUSTOMER RELATIONS CTRS |15.17
20180402|G2120A101|CIFS|200|CHINA INTERNET NATIONWIDE FINL|32.11
20180402|G21515104|CBPO|17|CHINA BIOLOGIC PRODS HLDGS INC|81.00
20180402|G2345N110|CMSSW|26368|CM SEVEN STAR ACQUISITION CORP|0.35
20180402|G2345N136|CMSSR|27600|CM SEVEN STAR ACQUISITION CORP|0.32
20180402|G23773107|CWCO|316|CONSOLIDATED WATER CO., INC.|14.55
20180402|G2379F108|CNAC|66|CONSTELLATION ALPHA CAP CORP|9.87
20180402|G2379F124|CNACU|1186|CONSTELLATION ALPHA CAP CORP U|10.48
20180402|G2379F132|CNACR|2445|CONSTELLATION ALPHA CAP CORP R|0.36
20180402|G2519Y108|BAP|238|CREDICORP LTD (COMM $5.00 PAR)|227.04
20180402|G25839104|CCE|6097|COCA-COLA EUROPEAN PARTNERS PL|41.66
20180402|G27358103|DESP|758|DESPEGAR.COM CORP ORD SH (VGB)|31.25
20180402|G29183103|ETN|600|EATON CORP PLC (IRL)|79.91
20180402|G3105C104|ELEC|394|ELECTRUM SPL ACQUISITION CORP |10.38
20180402|G3157S106|ESV|34627|ENSCO INTERNATIONAL PLC,LONDON|4.39
20180402|G3198U102|ESNT|599|ESSENT GROUP LTD COM SHS (BMU)|42.56
20180402|G32030127|CLWT|3|EURO TECH HOLDINGS CO LTD NEW |2.50
20180402|G3206V100|ESTR|493|ESTRE AMBIENTAL IN SHS (CYM)|9.99
20180402|G3323L100|FN|6581|FABRINET ORD SHS (CYM)|31.38
20180402|G3682E192|FRO|401|FRONTLINE LTD (BMU)|4.43
20180402|G3788M114|EROS|129|EROS INTL PLC ORD SHS (IMN)|10.90
20180402|G38327105|GPRK|26675|GEOPARK LTD. USD SHARES (BMU) |12.40
20180402|G39108108|GTES|2600|GATES INDL CORP PLC SHS (GBR) |17.51
20180402|G3922B107|G|607|GENPACT LIMITED|31.99
20180402|G39637205|GOGL|109|GOLDEN OCEAN GROUP LTD SHS NEW|7.95
20180402|G4388N106|HELE|689|HELEN OF TROY LTD-NEW-BERMUDA |87.00
20180402|G4412G101|HLF|2149|HERBALIFE LTD|97.47
20180402|G4418R101|HEBT|1|HEBRON TECHNOLOGY CO LTD CLASS|1.65
20180402|G4474Y214|JHG|150|HENDERSON GROUP PLC ORD SHS (J|33.09
20180402|G46408103|HUD|4033|HUDSON LTD|15.91
20180402|G47567105|INFO|2364|IHS MARKIT LTD (BMU)|48.24
20180402|G48833100|WFT|239484|WEATHERFORD INT'L PLC (IRELAND|2.29
20180402|G5005R107|JRVR|618|JAMES RIVER GROUP HOLDINGS LTD|35.47
20180402|G51502105|JCI|597|JOHNSON CTLS INTL PLC SHS (IRL|35.24
20180402|G5315B107|KOS|264|KOSMOS ENERGY LTD|6.30
20180402|G54050102|LAZ|154|LAZARD LTD|52.56
20180402|G5480U104|LBTYA|3273|LIBERTY GLOBAL PLC SHS CL A|31.31
20180402|G54971208|LINU|85991|LINIU TECHNOLOGY GROUP SHS NEW|1.45
20180402|G5509L101|LIVN|2786|LIVANOVA PLC SHS (GBR)|88.50
20180402|G5753U112|MHLD|1576|MAIDEN HOLDINGS LTD COM STK (B|6.50
20180402|G5753U120|MHPRA|360|MAIDEN HOLDINGS, LTD. PREF SHS|19.25
20180402|G5753U146|MHPRD|100|MAIDEN HOLDINGS LTD. PREFERRED|16.30
20180402|G5784H106|MANU|87|MANCHESTER UTD PLC NEW|19.20
20180402|G5785G107|MNK|301249|MALLINCKRODT PUB LTD CO SHS (I|14.48
20180402|G5960L103|MDT|29|MEDTRONIC PLC ORD SHS (IRL)|80.22
20180402|G60754101|KORS|65|MICHAEL KORS HLDGS LTD ORD SHS|62.08
20180402|G6095L109|APTV|17408|APTIV PLC SHS (JEY)|84.97
20180402|G6359F103|NBR|27725|NABORS INDS LTD (NEW) BERMUDA |6.99
20180402|G637AM102|MYOV|2384|MYOVANT SCIENCES LTD COM (BMU)|21.27
20180402|G64335105|NEWA|543|NEWATER TECHNOLOGY INC. SHS (V|20.70
20180402|G6455X107|NETS|620|NETSHOES CAYMAN LTD COM (CYM) |5.92
20180402|G64626305|NEWLF|1|NEWLEAD HOLDINGS LTD SHS (BERM|.
20180402|G6518L108|NLSN|534|NIELSEN HLDGS PLC SHS EUR (GBR|31.79
20180402|G65431101|NE|19613|NOBLE CORP PLC ORD SHS (UK)|3.71
20180402|G6564A105|NOMD|7445|NOMAD FOODS LTD ORDINARY SHARE|15.74
20180402|G65772108|NAO|596|NORDIC AMERN OFFSHORE LTD SHS |1.10
20180402|G65773106|NAT|6180|NORDIC AMERICAN TANKERS LTD SH|1.94
20180402|G66721104|NCLH|346|NORWEGIAN CRUISE LINE HLDGS LT|52.97
20180402|G66964118|ORIG|318|OCEAN RIG UDW INC CLASS A COMM|25.23
20180402|G6772P100|OMAD|3794|ONE MADISON CORP CLASS A (CYM)|9.60
20180402|G67828106|SEED|13658|ORIGIN AGRITECH LIMITED|0.77
20180402|G6855A103|OXFD|533|OXFORD IMMUNOTEC GLOBAL PLC|12.45
20180402|G68603136|PREPRG|168|PARTNERRE LTD|26.71
20180402|G68603144|PREPRH|309|PARTNERRE LTD RED PFD SHS SER |27.80
20180402|G68707101|PAGS|2789|PAGSEGURO DIGITAL LTD|38.32
20180402|G7114V102|PME|10762|PINGTAN MARINE ENTERPRISE LTD |2.98
20180402|G7185A102|PTGEF|12459|PORTAGE BIOTECH INC. ORDINARY |0.08
20180402|G72800108|PRTA|454|PROTHENA CORP PLC SHS (IRL)|36.71
20180402|G7293H189|PUKPRA|315|PRUDENTIAL PLC 6.50 EXCHG PERP|26.13
20180402|G73268107|QTNT|144|QUOTIENT LIMITED ORDINARY SHAR|4.71
20180402|G7415M108|RCON|36874|RECON TECHNOLOGY LTD ORD SHS (|1.18
20180402|G74760102|RWGE|372|REGALWOOD GLOBAL ENERGY LTD|9.70
20180402|G74760128|RWGEWS|107|REGALWOOD GLOBAL ENERGY LTD|1.01
20180402|G7496G103|RNR|1355|RENAISSANCERE HOLDINGS LTD|138.51
20180402|G7500A100|ABAC|200|RENMIN TIANLI GROUP INC SHS (V|2.28
20180402|G75271109|RETO|981|RETO ECO-SOLUTIONS INC USD COM|8.70
20180402|G7777C102|SROYF|600|SAILFISH RTY CORP SHS (VGB)|1.34
20180402|G7945M107|STX|715|SEAGATE TECH PLC (IRL)|58.52
20180402|G8060N102|ST|956|SENSATA TECHNOLOGIES HLDG PLC |51.83
20180402|G81276100|SIG|7590|SIGNET JEWELERS LTD COM SHS|38.52
20180402|G8232Y101|SGH|372|SMART GLOBAL HLDGS INC SHS|49.84
20180402|G8250R103|IPOA|4900|SOCIAL CAP HEDOSOPHIA HLDGS CO|10.03
20180402|G8250R129|IPOAWS|22|SOCIAL CAP HEDOSOPHIA HLDGS CO|1.66
20180402|G8406F102|SSLJ|56483|SSLJ.COM LTDUSD CL A ORD SHS|5.32
20180402|G84720104|STE|300|STERIS PLC SHS USD (GBR)|93.36
20180402|G8649T109|SYCRF|590|SYNOCORA HOLDINGS LTD (BERMUDA|3.67
20180402|G87110105|FTI|64|TECHNIPFMC PLC COM (GBR)|29.45
20180402|G8789K124|ABIL|3588|ABILITY INC SHS NEW (CYM)|3.27
20180402|G8807B106|TBPH|8727|THERAVANCE BIOPHARMA INC ORD S|24.25
20180402|G89479102|TRMD|120|TORM PLC SHS CL A|7.40
20180402|G9001E102|LILA|370|LIBERTY LATIN AMER LTD CL A (B|19.45
20180402|G9001E128|LILAK|60|LIBERTY LATIN AMER LTD CL C (B|19.09
20180402|G9108L108|TNP|16608|TSAKOS ENERGY NAVIGATION LTD|3.30
20180402|G9108L132|TNPPRC|22|TSAKOS ENERGY NAVIGATION LTD R|25.42
20180402|G9108L140|TNPPRD|855|TSAKOS ENERGY NAVIGATION LTD P|24.90
20180402|G9108L157|TNPPRE|363|TSAKOS ENERGY NAVIGA (BERMUDA)|25.05
20180402|G9325C113|VTGGF|2040|VANTAGE DRILLING INTL ST UNIT |211.00
20180402|G9366W127|LTNWS|6900|UNION ACQUISITION CORP|0.34
20180402|G9366W135|LTNRT|5800|UNION ACQUISITION CORP RT TO P|0.34
20180402|G9456A100|GLNG|604|GOLAR LNG LTD (BERMUDA)|27.36
20180402|G9618E107|WTM|44|WHITE MOUNTAINS INSRN GRP,LTD |822.52
20180402|G96629103|WLTW|62|WILLIS TOWERS WATSON PUB LTD C|152.19
20180402|G97822103|PRGO|15|PERRIGO COMPANY PLC (IRL)|83.34
20180402|G98338109|YTRA|75|YATRA ONLINE INC ORD SHS (CYM)|6.61
20180402|H00263105|ACIU|284|AC IMMUNE SA SHS (CHE)|10.34
20180402|H0381L104|EARS|9970|AURIS MED HLDG AG NEW COM (CHE|1.60
20180402|H1467J104|CB|460|CHUBB LTD COM|136.77
20180402|H17182108|CRSP|45629|CRISPR THERAPEUTICS AG NAMEN A|45.71
20180402|H50430232|LOGI|20|LOGITECH INTERNATIONAL S.A .OR|36.73
20180402|H84989104|TEL|142|TE CONNECTIVITY LTD|99.90
20180402|H8817H100|RIG|199555|TRANSOCEAN LTD (SWITZERLAND)|9.90
20180402|L0223L101|ARD|389|ARDAGH GROUP S A CL A|18.68
20180402|L0427L105|ATTO|484|ATENTO S A ORD SHS (LUX)|7.80
20180402|L44385109|GLOB|471|GLOBANT S A COM SHS (LUX)|51.54
20180402|L9340P101|TSE|37|TRINSEO S.A. ORD SHS|74.05
20180402|M15342104|AUDC|100|AUDIOCODES LTD|7.15
20180402|M15629104|BCOM|147|B COMMUNICATIONS LTD|12.92
20180402|M20115180|BOSC|100|BOS BETTER ONLINE SOLUTIONS LT|2.23
20180402|M20791105|CAMT|1270|CAMTEK LTD.|6.75
20180402|M22013102|CRNT|104|CERAGON NETWORKS LTD|2.69
20180402|M22465104|CHKP|4925|CHECK POINT SOFTWR TECHNLS LTD|99.34
20180402|M2361E120|CHEKW|746|CHECK-CAP LTD WTS EXP 2/28/20 |0.40
20180402|M25722105|CGEN|12763|COMPUGEN LTD|4.45
20180402|M2682V108|CYBR|9310|CYBERARK SOFTWARE LTD. ORDINAR|51.02
20180402|M26895108|CYRN|107|CYREN LTD|2.40
20180402|M37605124|EMITF|199|ELBIT IMAGING LTD SHS NEW NO P|2.80
20180402|M40184208|ELTK|1688|ELTEK LTD PETACH TIKVA ISRAEL |3.63
20180402|M4793C102|GZT|3|GAZIT GLOBE LTD ORD SHS (ISR) |9.80
20180402|M51363113|MLNX|2998|MELLANOX TECHNOLOGIES, LTD ORD|72.85
20180402|M51474118|GILT|300|GILAT SATELLITE NETWORKS LTD N|8.82
20180402|M56595107|IGLD|124|INTERNET GOLD-GOLDEN LINES LTD|5.35
20180402|M6372Q113|KRNT|53998|KORNIT DIGITAL LTD ORD SHS (IS|12.90
20180402|M6786D104|MAGS|128|MAGAL SECURITY SYSTEMS LTD-ORD|5.77
20180402|M70240102|MNDO|10000|MIND C.T.I. LTD|2.19
20180402|M7524R116|OBAS|100|OPTIBASE LTD SHS NEW NIS 0.13 |7.80
20180402|M84920103|STDY|216|STEADYMED LTD ORD SHS (IRS)|3.25
20180402|M8694L103|SLGL|244|SOL-GEL TECHNOLOGIES LTD SHS (|10.30
20180402|M87095119|SPCB|2260|SUPERCOM, LTD. NEW ORDINARY SH|2.73
20180402|M8737E108|TARO|440|TARO PHARMACEUTICAL INDS LTD|98.74
20180402|M8791A109|OTIV|13764|ON TRACK INNOVATIONS LTD|0.99
20180402|M87915274|TSEM|669|TOWER SEMICONDUCTOR LTD ORD SH|26.91
20180402|M96883109|VBLT|200|VASCULAR BIOGENICS LTD ORD SHS|2.30
20180402|M98068105|WIX|198|WIX.COM LTD ORDINARY SHS|79.55
20180402|N07059210|ASML|108|ASML HOLDING NV NY REG SHS NEW|198.56
20180402|N20944109|CNHI|1452|CNH INDUSTRIAL N V COM SHS (NL|12.40
20180402|N22035104|CSTM|14650|CONSTELLIUM N.V. CLASS A ORDIN|10.85
20180402|N22717107|CLB|1609|CORE LABS N.V.|108.22
20180402|N33462107|FI|1611|FRANKS INTERNATIONAL N.V. COM |5.43
20180402|N47279109|INXN|65|INTERXION HOLDING N.V ORD SHS |62.11
20180402|N59465109|MYL|6854|MYLAN N V SHS EURO|41.17
20180402|N6748L102|OFIX|16|ORTHOFIX INTL N V|58.78
20180402|N72482123|QGEN|298|QIAGEN NV|32.31
20180402|N7716A151|SPNS|100|SAPIENS INTL CORP NV NEW|8.53
20180402|N90064101|QURE|4278|UNIQURE N V ORD SHS (NLD)|23.50
20180402|N96617118|WMGI|12867|WRIGHT MED GROUP N V ORD SHS P|19.84
20180402|N97284108|YNDX|481|YANDEX N V CL A ORD SHS (NLD) |39.45
20180402|P31076105|CPA|766|COPA HOLDINGS, S.A. CL A COM (|128.63
20180402|Q7352P105|PNGZF|206341|PARINGA RES LTD ORD SHS (AUS) |0.29
20180402|Q9594D106|WFRSF|4719|WEST AFRICAN RES LTD WESTPERTH|0.30
20180402|Y0017S102|ANW|709|AEGEAN MARINE PETROLEUM NETWOR|2.25
20180402|Y0207T100|ASC|1288|ARDMORE SHIPPING CORP COM MARS|7.60
20180402|Y09827109|AVGO|4469|BROADCOM LTD SHS (SGP)|235.65
20180402|Y11082107|CPLP|73|CAPITAL PRODUCT PARTNERS L P (|3.12
20180402|Y1771G201|CMREPRE|802|COSTAMARE INC PFD SER E (MARSH|25.07
20180402|Y2066G104|DSX|58|DIANA SHIPPING INC.|3.66
20180402|Y2069P507|DCIX|2907|DIANA CONTAINERSHIPS INC SHS P|1.50
20180402|Y2106R110|LPG|468|DORIAN LPG LTD COM STK (MHL)|7.49
20180402|Y2109Q705|DRYS|21261|DRYSHIPS INC COM PAR NEW (MHL)|3.66
