SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20061101|000375204|ABB|19467|ABB LTD ADS ( 1 REG SHS)|.
20061101|00080V203|ABNPRF|31400|ABN AMRO HLDG N.V. CAP FDG TR|.
20061101|00087F102|ACLO|15306|ACL SEMICONDUCTORS INC|.
20061101|000886309|ADCT|10378|ADC TELECOMMUNICATIONS INC|.
20061101|000955104|ACTT|13878|ACT TELECONFERENCING INC|.
20061101|000973107|ACTMQ|75837|ACT MANUFACTURING INC|.
20061101|001004100|ADMT|25825|ADM TRONICS UNLIMITED INC|.
20061101|00106X100|AFVS|51790|AFV SOLUTIONS, INC|.
20061101|001084102|AG|10023|AGCO CORP|.
20061101|001092105|AGFMF|14000|AGF MANAGEMENT LTD|.
20061101|001204106|ATG|79159|AGL RESOURCES INC (HOLDING CO)|.
20061101|00130H105|AES|100276|THE AES CORPORATION|.
20061101|001630102|ALRT|23713|ALR TECHNOLOGIES INC|.
20061101|00167K500|ADL|41029|AMDL INC|.
20061101|001765106|AMR|82944|AMR CORP|.
20061101|001963107|ASVI|186032|A S V INC|.
20061101|00208B105|ASTT|11503|ASAT HOLDINGS LTD ADS|.
20061101|00208J108|ATPG|15933|ATP OIL & GAS CORPORATION|.
20061101|002097103|ASHI|19710|ASAP SHOW INC COM STK|.
20061101|00209G202|ATSX|19792|ATSI COMMUNICATIONS INC NEW|.
20061101|00209H101|ATAHQ|10874821|ATA HLDGS CORP|.
20061101|002184109|ATWO|193605|A 21 INC|.
20061101|002255107|AUO|105396|AU OPTRONICS CP ADS (10 COM)|.
20061101|002457109|AXMP|14311|AXM PHARMA INC|.
20061101|002458107|AXO|79500|AXS-ONE INC.|.
20061101|002535201|RNT|40518|AARON RENTS INC|.
20061101|00253U107|ASTM|30571|AASTROM BIOSCIENCES INC|.
20061101|002824100|ABT|16499|ABBOTT LABORATORIES|.
20061101|003009107|FAX|14000|ABERDEEN ASIA-PACIFIC INCOME F|.
20061101|003654100|ABMD|12102|ABIOMED INC|.
20061101|003709102|ABLE|152302|ABLE ENERGY INC|.
20061101|003830106|ABP|31244|ABRAXAS PETROLEUM CORP.|.
20061101|003881208|CBMX|375584|ACACIA RESEARCH CORP AR COMBIM|.
20061101|003924107|ABY|93690|ABITIBI-CONSOLIDATED INC|.
20061101|004225108|ACAD|218282|ACADIA PHARMACEUTICALS INC|.
20061101|004308102|AICIQ|20428|ACCEPTANCE INS CO'S INC (NEW)|.
20061101|00430L103|ABPI|275786|ACCENTIA BIOPHARMACUETICALS IN|.
20061101|004325205|AKLMQ|28013|ACCLAIM ENTERTAINMENT INC|.
20061101|00440P201|ACEAF|122351|ACE AVIATION HOLDINGS INC CL A|.
20061101|00448Q201|ACHN|42100|ACHILLION PHARMACEUTICALS, INC|.
20061101|004507109|ACIE|385565|ACIES CORPORATION|.
20061101|004724100|AMIIQ|39238|ACME METALS INC|.
20061101|00484M106|ACOR|52551|ACORDA THERAPEUTICS INC|.
20061101|00489A107|AQR|66583|ACQUICOR TECHNOLOGY, INC. COM|.
20061101|005060108|ATVE|131915|ACTIVECORE TECHNOLOGIES, INC.|.
20061101|00506R109|AVWI|35429|ACTIONVIEW INTERNATIONAL INC|.
20061101|00507F104|AGLV|26020|ACTIS Global Ventures, Inc. Co|.
20061101|00508Y102|AYI|13113|ACUITY BRANDS INC.|.
20061101|00509P100|ANTX|29554|ACUNETX INC COM|.
20061101|00516Q109|AVPA|10000|AD VENTURE PARTNERS INC COM|.
20061101|00516Q117|AVPAW|20000|AD VENTURE PARTNERS INC WTS 6/|.
20061101|006503106|ANCGF|16250|ADANAC MOLY CORP (CANADA)|.
20061101|006754105|ADO|13590|ADECCO SA ADS(RP 1 COMM)|.
20061101|006848105|ADELQ|378511|ADELPHIA COMMUNICATNS CRP CL-A|.
20061101|006858104|AAML|13700|ADERA MINES LTD|.
20061101|00686R200|ADH|261400|ADHEREX TECHNOLOGIES INC COM S|.
20061101|00724F101|ADBE|16448|ADOBE SYS INC (DE)|.
20061101|00725C107|ADON|15498|ADONE MEDIA INC|.
20061101|00725F100|ADNL|195000|ADRENALINE NATIONAL ENTERTAINM|.
20061101|007391105|ADDL|45959|Aduddell Industries, Inc. Comm|.
20061101|007486103|AVNA|80000|ADVANCE NANTECH INC|.
20061101|007511108|ADVC|181175|ADVANCED COMMUNICATIONS TECH|.
20061101|00752K105|ACTC|222520|ADVANCED CELL TECHNOLOGY, INC.|.
20061101|00753P103|AMAG|51648|ADVANCED MAGNETICS INC|.
20061101|00754E107|API|18807|ADVANCED PHOTONIX INC CL-A|.
20061101|00756M404|ASX|49019|AMER SEMI-COND ENG ADS (5CMSH)|.
20061101|00758W103|ADLU|15000|ADVANCED LUMITECH INC|.
20061101|007624109|ADXS|248137|ADVAXIS, INC.|.
20061101|007635105|ARFR|209268|ADVANCED REFRACTIVE TECHNOLOGI|.
20061101|00763V108|AIDO|29655|ADVANCED ID CORPORATION|.
20061101|00764H108|AMTN|20100|ADVANCED MEDIA TRAINING, INC.|.
20061101|00764K101|AGSI|23808|AEGIS ASSESSMENTS INC|.
20061101|00764L109|AVNC|31741|ADVANCIS PHARMACEUTICAL CORP|.
20061101|00764X103|ANX|469876|ADVENTRX PHARMACEUTICALS INC|.
20061101|00765H107|ADLS|58735|ADVANCED LIFE SCIENCES HOLDING|.
20061101|00765X102|ADMD|10656|Advanced Medical Isotope Corp.|.
20061101|007903107|AMD|247774|ADVANCED MICRO DEVICES|.
20061101|007928104|ADVR|49600|ADVANCED VIRAL RESEARCH CORP|.
20061101|00817Y108|AET|12236|AETNA INC.(NEW)|.
20061101|00826M103|AFFI|11885|AFFINITY TECHNOLOGY GROUP INC|.
20061101|00828Q110|AFMIW|37000|Affinity Media International C|.
20061101|008543100|AGPT|22400|AGRIPOST INC|.
20061101|008916108|AGU|50424|AGRIUM INC.|.
20061101|008920100|AITX|11697|AIRTRAX INC|.
20061101|009126202|AIQUY|18279|AIR LIQUIDE ADR|.
20061101|00941P403|ANCCQ|4268511|AIRNET COMMUNICATIONS CORP NEW|.
20061101|00949P108|AAI|61188|AIRTRAN HOLDINGS INC|.
20061101|00972U107|AKES|11160|AKESIS PHARMACEUTICALS, INC.|.
20061101|010196103|AKSY|34164|AKSYS LTD|.
20061101|011612603|ALAND|14254|ALANCO TECHNOLOGIES INC NEW CO|.
20061101|013716105|AL|216175|ALCAN INC|.
20061101|013775101|ACMG|49652|Alcard Chemicals Group, Inc. (|.
20061101|013817101|AA|12720|ALCOA INC|.
20061101|013904305|ALA|55475|ALCATEL ADS(EACH REP 1 ORD SH)|.
20061101|01407F103|ALBA|27592|ALDABRA AQUISITION CORP|.
20061101|015388101|AHDS|14078|ALFA INTERNATIONAL HOLDINGS CO|.
20061101|015404106|ACEL|265692|ALFACELL CORP|.
20061101|015902109|AHBRF|129701|ALHAMBRA RES LTD|.
20061101|015910102|AGQNF|55220|ALGONQUIN POWER INCOME FD TR U|.
20061101|016255101|ALGN|19673|ALIGN TECHNOLOGY INC|.
20061101|017361106|AYE|23297|ALLEGHENY ENERGY INC|.
20061101|01741R102|ATI|39356|ALLEGHENY TECHNOLOGIES INC(NEW|.
20061101|01858P105|ADTR|29648|ALLIANCE DISTRIBUTORS HOLDING,|.
20061101|01879R106|AWF|12277|ALLIANCE WLD DOLLAR GOVT FD II|.
20061101|01903Q108|ALD|74374|ALLIED CAPITAL CORP|.
20061101|019153105|AGGI|33334|ALLIED ENERGY GROUP INC COM ST|.
20061101|019223106|AHIZQ|10046|ALLIED HOLDINGS,INC|.
20061101|019589704|AWPRD|76693|ALLIED WASTE INDUSTRIES, INC.|.
20061101|01988P108|MDRX|26330|ALLSCRIPTS HEALTHCARE SLTS INC|.
